Emotion,Path
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_04\03-01-08-02-02-02-04.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-01-01-01-01-05.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-01-01-01-02-05.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-01-01-02-01-05.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-01-01-02-02-05.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-01-01-01-05.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-01-01-02-05.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-01-02-01-05.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-01-02-02-05.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-02-01-01-05.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-02-01-02-05.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-02-02-01-05.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-02-02-02-02-05.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-01-01-01-05.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-01-01-02-05.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-01-02-01-05.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-01-02-02-05.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-02-01-01-05.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-02-01-02-05.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-02-02-01-05.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-03-02-02-02-05.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-01-01-01-05.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-01-01-02-05.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-01-02-01-05.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-01-02-02-05.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-02-01-01-05.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-02-01-02-05.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-02-02-01-05.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-04-02-02-02-05.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-01-01-01-05.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-01-01-02-05.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-01-02-01-05.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-01-02-02-05.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-02-01-01-05.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-02-01-02-05.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-02-02-01-05.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-05-02-02-02-05.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-01-01-01-05.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-01-01-02-05.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-01-02-01-05.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-01-02-02-05.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-02-01-01-05.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-02-01-02-05.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-02-02-01-05.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-06-02-02-02-05.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-01-01-01-05.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-01-01-02-05.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-01-02-01-05.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-01-02-02-05.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-02-01-01-05.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-02-01-02-05.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-02-02-01-05.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-07-02-02-02-05.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-01-01-01-05.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-01-01-02-05.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-01-02-01-05.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-01-02-02-05.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-02-01-01-05.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-02-01-02-05.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-02-02-01-05.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_05\03-01-08-02-02-02-05.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-01-01-01-01-06.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-01-01-01-02-06.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-01-01-02-01-06.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-01-01-02-02-06.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-01-01-01-06.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-01-01-02-06.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-01-02-01-06.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-01-02-02-06.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-02-01-01-06.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-02-01-02-06.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-02-02-01-06.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-02-02-02-02-06.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-01-01-01-06.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-01-01-02-06.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-01-02-01-06.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-01-02-02-06.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-02-01-01-06.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-02-01-02-06.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-02-02-01-06.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-03-02-02-02-06.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-01-01-01-06.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-01-01-02-06.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-01-02-01-06.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-01-02-02-06.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-02-01-01-06.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-02-01-02-06.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-02-02-01-06.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-04-02-02-02-06.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-01-01-01-06.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-01-01-02-06.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-01-02-01-06.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-01-02-02-06.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-02-01-01-06.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-02-01-02-06.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-02-02-01-06.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-05-02-02-02-06.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-01-01-01-06.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-01-01-02-06.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-01-02-01-06.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-01-02-02-06.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-02-01-01-06.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-02-01-02-06.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-02-02-01-06.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-06-02-02-02-06.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-01-01-01-06.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-01-01-02-06.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-01-02-01-06.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-01-02-02-06.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-02-01-01-06.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-02-01-02-06.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-02-02-01-06.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-07-02-02-02-06.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-01-01-01-06.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-01-01-02-06.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-01-02-01-06.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-01-02-02-06.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-02-01-01-06.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-02-01-02-06.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-02-02-01-06.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_06\03-01-08-02-02-02-06.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-01-01-01-01-07.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-01-01-01-02-07.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-01-01-02-01-07.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-01-01-02-02-07.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-01-01-01-07.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-01-01-02-07.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-01-02-01-07.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-01-02-02-07.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-02-01-01-07.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-02-01-02-07.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-02-02-01-07.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-02-02-02-02-07.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-01-01-01-07.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-01-01-02-07.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-01-02-01-07.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-01-02-02-07.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-02-01-01-07.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-02-01-02-07.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-02-02-01-07.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-03-02-02-02-07.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-01-01-01-07.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-01-01-02-07.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-01-02-01-07.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-01-02-02-07.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-02-01-01-07.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-02-01-02-07.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-02-02-01-07.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-04-02-02-02-07.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-01-01-01-07.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-01-01-02-07.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-01-02-01-07.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-01-02-02-07.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-02-01-01-07.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-02-01-02-07.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-02-02-01-07.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-05-02-02-02-07.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-01-01-01-07.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-01-01-02-07.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-01-02-01-07.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-01-02-02-07.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-02-01-01-07.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-02-01-02-07.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-02-02-01-07.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-06-02-02-02-07.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-01-01-01-07.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-01-01-02-07.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-01-02-01-07.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-01-02-02-07.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-02-01-01-07.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-02-01-02-07.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-02-02-01-07.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-07-02-02-02-07.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-01-01-01-07.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-01-01-02-07.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-01-02-01-07.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-01-02-02-07.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-02-01-01-07.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-02-01-02-07.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-02-02-01-07.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_07\03-01-08-02-02-02-07.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-01-01-01-01-08.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-01-01-01-02-08.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-01-01-02-01-08.wav
neutral,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-01-01-02-02-08.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-01-01-01-08.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-01-01-02-08.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-01-02-01-08.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-01-02-02-08.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-02-01-01-08.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-02-01-02-08.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-02-02-01-08.wav
calm,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-02-02-02-02-08.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-01-01-01-08.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-01-01-02-08.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-01-02-01-08.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-01-02-02-08.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-02-01-01-08.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-02-01-02-08.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-02-02-01-08.wav
happy,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-03-02-02-02-08.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-01-01-01-08.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-01-01-02-08.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-01-02-01-08.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-01-02-02-08.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-02-01-01-08.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-02-01-02-08.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-02-02-01-08.wav
sad,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-04-02-02-02-08.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-01-01-01-08.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-01-01-02-08.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-01-02-01-08.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-01-02-02-08.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-02-01-01-08.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-02-01-02-08.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-02-02-01-08.wav
angry,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-05-02-02-02-08.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-01-01-01-08.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-01-01-02-08.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-01-02-01-08.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-01-02-02-08.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-02-01-01-08.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-02-01-02-08.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-02-02-01-08.wav
fear,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-06-02-02-02-08.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-01-01-01-08.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-01-01-02-08.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-01-02-01-08.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-01-02-02-08.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-02-01-01-08.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-02-01-02-08.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-02-02-01-08.wav
disgust,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-07-02-02-02-08.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-08-01-01-01-08.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-08-01-01-02-08.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-08-01-02-01-08.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-08-01-02-02-08.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-08-02-01-01-08.wav
surprise,speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_08\03-01-08-02-01-02-08.wav
